"agent","task","method","result","metric"
"Prior DQN","Assault","Prior noop",7672.1,"score"
"Prior DQN","Asterix","Prior noop",31527,"score"
"Prior DQN","Asteroids","Prior noop",2654.3,"score"
"Prior DQN","Atlantis","Prior noop",357324,"score"
"Prior DQN","Bank Heist","Prior noop",1054.6,"score"
"Prior DQN","Battle Zone","Prior noop",31530,"score"
"Prior DQN","Beam Rider","Prior noop",23384.2,"score"
"Prior DQN","Berzerk","Prior noop",1305.6,"score"
"Prior DQN","Bowling","Prior noop",47.9,"score"
"Prior DQN","Boxing","Prior noop",95.6,"score"
"Prior DQN","Breakout","Prior noop",373.9,"score"
"Prior DQN","Centipede","Prior noop",4463.2,"score"
"Prior DQN","Chopper Command","Prior noop",8600,"score"
"Prior DQN","Crazy Climber","Prior noop",141161,"score"
"Prior DQN","Demon Attack","Prior noop",71846.4,"score"
"Prior DQN","Double Dunk","Prior noop",18.5,"score"
"Prior DQN","Enduro","Prior noop",2093,"score"
"Prior DQN","Fishing Derby","Prior noop",39.5,"score"
"Prior DQN","Freeway","Prior noop",33.7,"score"
"Prior DQN","Frostbite","Prior noop",4380.1,"score"
"Prior DQN","Gopher","Prior noop",32487.2,"score"
"Prior DQN","Gravitar","Prior noop",548.5,"score"
"Prior DQN","HERO","Prior noop",23037.7,"score"
"Prior DQN","Ice Hockey","Prior noop",1.3,"score"
"Prior DQN","James Bond","Prior noop",5148,"score"
"Prior DQN","Kangaroo","Prior noop",16200,"score"
"Prior DQN","Krull","Prior noop",9728,"score"
"Prior DQN","Kung-Fu Master","Prior noop",39581,"score"
"Prior DQN","Montezuma Revenge","Prior noop",0,"score"
"Prior DQN","Ms. Pacman","Prior noop",6518.7,"score"
"Prior DQN","Name This Game","Prior noop",12270.5,"score"
"Prior DQN","Pong","Prior noop",20.6,"score"
"Prior DQN","Private Eye","Prior noop",200,"score"
"Prior DQN","Q*Bert","Prior noop",16256.5,"score"
"Prior DQN","River Raid","Prior noop",14522.3,"score"
"Prior DQN","Road Runner","Prior noop",57608,"score"
"Prior DQN","Robotank","Prior noop",62.6,"score"
"Prior DQN","Seaquest","Prior noop",26357.8,"score"
"Prior DQN","Space Invaders","Prior noop",2865.8,"score"
"Prior DQN","Star Gunner","Prior noop",63302,"score"
"Prior DQN","Tennis","Prior noop",0,"score"
"Prior DQN","Time Pilot","Prior noop",9197,"score"
"Prior DQN","Tutankham","Prior noop",204.6,"score"
"Prior DQN","Up and Down","Prior noop",16154.1,"score"
"Prior DQN","Venture","Prior noop",54,"score"
"Prior DQN","Video Pinball","Prior noop",282007.3,"score"
"Prior DQN","Wizard of Wor","Prior noop",4802,"score"
"Prior DQN","Zaxxon","Prior noop",10469,"score"
"Prior DQN","Phoenix","Prior noop",18992.7,"score"
"Prior DQN","Pitfall!","Prior noop",-356.5,"score"
"Prior DQN","Skiing","Prior noop",-9996.9,"score"
"Prior DQN","Solaris","Prior noop",4309,"score"
"Prior DQN","Yars Revenge","Prior noop",11357,"score"
"Prior DQN","Defender","Prior noop",31286.5,"score"
"Prior DQN","Surround","Prior noop",8.9,"score"
"Prior Duel DQN","Alien","Prior+Duel hs",823.7,"score"
"Prior Duel DQN","Amidar","Prior+Duel hs",238.4,"score"
"Prior Duel DQN","Assault","Prior+Duel hs",10950.6,"score"
"Prior Duel DQN","Asterix","Prior+Duel hs",364200,"score"
"Prior Duel DQN","Asteroids","Prior+Duel hs",1021.9,"score"
"Prior Duel DQN","Atlantis","Prior+Duel hs",423252,"score"
"Prior Duel DQN","Bank Heist","Prior+Duel hs",1004.6,"score"
"Prior Duel DQN","Battle Zone","Prior+Duel hs",30650,"score"
"Prior Duel DQN","Beam Rider","Prior+Duel hs",37412.2,"score"
"Prior Duel DQN","Berzerk","Prior+Duel hs",2178.6,"score"
"Prior Duel DQN","Bowling","Prior+Duel hs",50.4,"score"
"Prior Duel DQN","Boxing","Prior+Duel hs",79.2,"score"
"Prior Duel DQN","Breakout","Prior+Duel hs",354.6,"score"
"Prior Duel DQN","Centipede","Prior+Duel hs",5570.2,"score"
"Prior Duel DQN","Chopper Command","Prior+Duel hs",8058,"score"
"Prior Duel DQN","Crazy Climber","Prior+Duel hs",127853,"score"
"Prior Duel DQN","Demon Attack","Prior+Duel hs",73371.3,"score"
"Prior Duel DQN","Double Dunk","Prior+Duel hs",-10.7,"score"
"Prior Duel DQN","Enduro","Prior+Duel hs",2223.9,"score"
"Prior Duel DQN","Fishing Derby","Prior+Duel hs",17,"score"
"Prior Duel DQN","Freeway","Prior+Duel hs",28.2,"score"
"Prior Duel DQN","Frostbite","Prior+Duel hs",4038.4,"score"
"Prior Duel DQN","Gopher","Prior+Duel hs",105148.4,"score"
"Prior Duel DQN","Gravitar","Prior+Duel hs",167,"score"
"Prior Duel DQN","HERO","Prior+Duel hs",15459.2,"score"
"Prior Duel DQN","Ice Hockey","Prior+Duel hs",0.5,"score"
"Prior Duel DQN","James Bond","Prior+Duel hs",585,"score"
"Prior Duel DQN","Kangaroo","Prior+Duel hs",861,"score"
"Prior Duel DQN","Krull","Prior+Duel hs",7658.6,"score"
"Prior Duel DQN","Kung-Fu Master","Prior+Duel hs",37484,"score"
"Prior Duel DQN","Montezuma Revenge","Prior+Duel hs",24,"score"
"Prior Duel DQN","Ms. Pacman","Prior+Duel hs",1007.8,"score"
"Prior Duel DQN","Name This Game","Prior+Duel hs",13637.9,"score"
"Prior Duel DQN","Pong","Prior+Duel hs",18.4,"score"
"Prior Duel DQN","Private Eye","Prior+Duel hs",1277.6,"score"
"Prior Duel DQN","Q*Bert","Prior+Duel hs",14063,"score"
"Prior Duel DQN","River Raid","Prior+Duel hs",16496.8,"score"
"Prior Duel DQN","Road Runner","Prior+Duel hs",54630,"score"
"Prior Duel DQN","Robotank","Prior+Duel hs",24.7,"score"
"Prior Duel DQN","Seaquest","Prior+Duel hs",1431.2,"score"
"Prior Duel DQN","Space Invaders","Prior+Duel hs",8978,"score"
"Prior Duel DQN","Star Gunner","Prior+Duel hs",127073,"score"
"Prior Duel DQN","Tennis","Prior+Duel hs",-13.2,"score"
"Prior Duel DQN","Time Pilot","Prior+Duel hs",4871,"score"
"Prior Duel DQN","Tutankham","Prior+Duel hs",108.6,"score"
"Prior Duel DQN","Up and Down","Prior+Duel hs",22681.3,"score"
"Prior Duel DQN","Venture","Prior+Duel hs",29,"score"
"Prior Duel DQN","Video Pinball","Prior+Duel hs",447408.6,"score"
"Prior Duel DQN","Wizard of Wor","Prior+Duel hs",10471,"score"
"Prior Duel DQN","Zaxxon","Prior+Duel hs",11320,"score"
"Prior Duel DQN","Phoenix","Prior+Duel hs",63597,"score"
"Prior Duel DQN","Pitfall!","Prior+Duel hs",-243.6,"score"
"Prior Duel DQN","Skiing","Prior+Duel hs",-18955.8,"score"
"Prior Duel DQN","Solaris","Prior+Duel hs",280.6,"score"
"Prior Duel DQN","Yars Revenge","Prior+Duel hs",58145.9,"score"
"Prior Duel DQN","Defender","Prior+Duel hs",34415,"score"
"Prior Duel DQN","Surround","Prior+Duel hs",-0.2,"score"
"Prior Duel DQN","Alien","Prior+Duel noop",3941,"score"
"Prior Duel DQN","Amidar","Prior+Duel noop",2296.8,"score"
"Prior Duel DQN","Assault","Prior+Duel noop",11477,"score"
"Prior Duel DQN","Asterix","Prior+Duel noop",375080,"score"
"Prior Duel DQN","Asteroids","Prior+Duel noop",1192.7,"score"
"Prior Duel DQN","Atlantis","Prior+Duel noop",395762,"score"
"Prior Duel DQN","Bank Heist","Prior+Duel noop",1503.1,"score"
"Prior Duel DQN","Battle Zone","Prior+Duel noop",35520,"score"
"Prior Duel DQN","Beam Rider","Prior+Duel noop",30276.5,"score"
"Prior Duel DQN","Berzerk","Prior+Duel noop",3409,"score"
"Prior Duel DQN","Bowling","Prior+Duel noop",46.7,"score"
"Prior Duel DQN","Boxing","Prior+Duel noop",98.9,"score"
"Prior Duel DQN","Breakout","Prior+Duel noop",366,"score"
"Prior Duel DQN","Centipede","Prior+Duel noop",7687.5,"score"
"Prior Duel DQN","Chopper Command","Prior+Duel noop",13185,"score"
"Prior Duel DQN","Crazy Climber","Prior+Duel noop",162224,"score"
"Prior Duel DQN","Demon Attack","Prior+Duel noop",72878.6,"score"
"Prior Duel DQN","Double Dunk","Prior+Duel noop",-12.5,"score"
"Prior Duel DQN","Enduro","Prior+Duel noop",2306.4,"score"
"Prior Duel DQN","Fishing Derby","Prior+Duel noop",41.3,"score"
"Prior Duel DQN","Freeway","Prior+Duel noop",33,"score"
"Prior Duel DQN","Frostbite","Prior+Duel noop",7413,"score"
"Prior Duel DQN","Gopher","Prior+Duel noop",104368.2,"score"
"Prior Duel DQN","Gravitar","Prior+Duel noop",238,"score"
"Prior Duel DQN","HERO","Prior+Duel noop",21036.5,"score"
"Prior Duel DQN","Ice Hockey","Prior+Duel noop",-0.4,"score"
"Prior Duel DQN","James Bond","Prior+Duel noop",812,"score"
"Prior Duel DQN","Kangaroo","Prior+Duel noop",1792,"score"
"Prior Duel DQN","Krull","Prior+Duel noop",10374.4,"score"
"Prior Duel DQN","Kung-Fu Master","Prior+Duel noop",48375,"score"
"Prior Duel DQN","Montezuma Revenge","Prior+Duel noop",0,"score"
"Prior Duel DQN","Ms. Pacman","Prior+Duel noop",3327.3,"score"
"Prior Duel DQN","Name This Game","Prior+Duel noop",15572.5,"score"
"Prior Duel DQN","Pong","Prior+Duel noop",20.9,"score"
"Prior Duel DQN","Private Eye","Prior+Duel noop",206,"score"
"Prior Duel DQN","Q*Bert","Prior+Duel noop",18760.3,"score"
"Prior Duel DQN","River Raid","Prior+Duel noop",20607.6,"score"
"Prior Duel DQN","Road Runner","Prior+Duel noop",62151,"score"
"Prior Duel DQN","Robotank","Prior+Duel noop",27.5,"score"
"Prior Duel DQN","Seaquest","Prior+Duel noop",931.6,"score"
"Prior Duel DQN","Space Invaders","Prior+Duel noop",15311.5,"score"
"Prior Duel DQN","Star Gunner","Prior+Duel noop",125117,"score"
"Prior Duel DQN","Tennis","Prior+Duel noop",0,"score"
"Prior Duel DQN","Time Pilot","Prior+Duel noop",7553,"score"
"Prior Duel DQN","Tutankham","Prior+Duel noop",245.9,"score"
"Prior Duel DQN","Up and Down","Prior+Duel noop",33879.1,"score"
"Prior Duel DQN","Venture","Prior+Duel noop",48,"score"
"Prior Duel DQN","Video Pinball","Prior+Duel noop",479197,"score"
"Prior Duel DQN","Wizard of Wor","Prior+Duel noop",12352,"score"
"Prior Duel DQN","Zaxxon","Prior+Duel noop",13886,"score"
"Prior Duel DQN","Phoenix","Prior+Duel noop",70324.3,"score"
"Prior Duel DQN","Pitfall!","Prior+Duel noop",0,"score"
"Prior Duel DQN","Skiing","Prior+Duel noop",-19949.9,"score"
"Prior Duel DQN","Solaris","Prior+Duel noop",133.4,"score"
"Prior Duel DQN","Yars Revenge","Prior+Duel noop",69618.1,"score"
"Prior Duel DQN","Defender","Prior+Duel noop",41324.5,"score"
"Prior Duel DQN","Surround","Prior+Duel noop",1.2,"score"
"RAINBOW","Alien","RAINBOW hs",6022.9,"score"
"RAINBOW","Amidar","RAINBOW hs",202.8,"score"
"RAINBOW","Assault","RAINBOW hs",14491.7,"score"
"RAINBOW","Asterix","RAINBOW hs",280114,"score"
"RAINBOW","Asteroids","RAINBOW hs",2249.4,"score"
"RAINBOW","Atlantis","RAINBOW hs",814684,"score"
"RAINBOW","Bank Heist","RAINBOW hs",826,"score"
"RAINBOW","Battle Zone","RAINBOW hs",52040,"score"
"RAINBOW","Beam Rider","RAINBOW hs",21768.5,"score"
"RAINBOW","Berzerk","RAINBOW hs",1793.4,"score"
"RAINBOW","Bowling","RAINBOW hs",39.4,"score"
"RAINBOW","Boxing","RAINBOW hs",54.9,"score"
"RAINBOW","Breakout","RAINBOW hs",379.5,"score"
"RAINBOW","Centipede","RAINBOW hs",7160.9,"score"
"RAINBOW","Chopper Command","RAINBOW hs",10916,"score"
"RAINBOW","Crazy Climber","RAINBOW hs",143962,"score"
"RAINBOW","Defender","RAINBOW hs",47671.3,"score"
"RAINBOW","Demon Attack","RAINBOW hs",109670.7,"score"
"RAINBOW","Double Dunk","RAINBOW hs",-0.6,"score"
"RAINBOW","Enduro","RAINBOW hs",2061.1,"score"
"RAINBOW","Fishing Derby","RAINBOW hs",22.6,"score"
"RAINBOW","Freeway","RAINBOW hs",29.1,"score"
"RAINBOW","Frostbite","RAINBOW hs",4141.1,"score"
"RAINBOW","Gopher","RAINBOW hs",72595.7,"score"
"RAINBOW","Gravitar","RAINBOW hs",567.5,"score"
"RAINBOW","HERO","RAINBOW hs",50496.8,"score"
"RAINBOW","Ice Hockey","RAINBOW hs",-0.7,"score"
"RAINBOW","James Bond","RAINBOW hs",18142.3,"score"
"RAINBOW","Kangaroo","RAINBOW hs",10841,"score"
"RAINBOW","Krull","RAINBOW hs",6715.5,"score"
"RAINBOW","Kung-Fu Master","RAINBOW hs",28999.8,"score"
"RAINBOW","Montezuma Revenge","RAINBOW hs",154,"score"
"RAINBOW","Ms. Pacman","RAINBOW hs",2570.2,"score"
"RAINBOW","Name This Game","RAINBOW hs",11686.5,"score"
"RAINBOW","Phoenix","RAINBOW hs",103061.6,"score"
"RAINBOW","Pitfall!","RAINBOW hs",-37.6,"score"
"RAINBOW","Pong","RAINBOW hs",19,"score"
"RAINBOW","Private Eye","RAINBOW hs",1704.4,"score"
"RAINBOW","Q*Bert","RAINBOW hs",18397.6,"score"
"RAINBOW","River Raid","RAINBOW hs",15608.1,"score"
"RAINBOW","Road Runner","RAINBOW hs",54261,"score"
"RAINBOW","Robotank","RAINBOW hs",55.2,"score"
"RAINBOW","Seaquest","RAINBOW hs",19176,"score"
"RAINBOW","Skiing","RAINBOW hs",-11685.8,"score"
"RAINBOW","Solaris","RAINBOW hs",2860.7,"score"
"RAINBOW","Space Invaders","RAINBOW hs",12629,"score"
"RAINBOW","Star Gunner","RAINBOW hs",123853,"score"
"RAINBOW","Surround","RAINBOW hs",7,"score"
"RAINBOW","Tennis","RAINBOW hs",-2.2,"score"
"RAINBOW","Time Pilot","RAINBOW hs",11190.5,"score"
"RAINBOW","Tutankham","RAINBOW hs",126.9,"score"
"RAINBOW","Up and Down","RAINBOW hs",92640.6,"score"
"RAINBOW","Venture","RAINBOW hs",45,"score"
"RAINBOW","Video Pinball","RAINBOW hs",506817.2,"score"
"RAINBOW","Wizard of Wor","RAINBOW hs",14631.5,"score"
"RAINBOW","Yars Revenge","RAINBOW hs",93007.9,"score"
"RAINBOW","Zaxxon","RAINBOW hs",19658,"score"
"RAINBOW","Alien","RAINBOW noop",9491.7,"score"
"RAINBOW","Amidar","RAINBOW noop",5131.2,"score"
"RAINBOW","Assault","RAINBOW noop",14198.5,"score"
"RAINBOW","Asterix","RAINBOW noop",428200.3,"score"
"RAINBOW","Asteroids","RAINBOW noop",2712.8,"score"
"RAINBOW","Atlantis","RAINBOW noop",826659.5,"score"
"RAINBOW","Bank Heist","RAINBOW noop",1358,"score"
"RAINBOW","Battle Zone","RAINBOW noop",62010,"score"
"RAINBOW","Beam Rider","RAINBOW noop",16850.2,"score"
"RAINBOW","Berzerk","RAINBOW noop",2545.6,"score"
"RAINBOW","Bowling","RAINBOW noop",30,"score"
"RAINBOW","Boxing","RAINBOW noop",99.6,"score"
"RAINBOW","Breakout","RAINBOW noop",417.5,"score"
"RAINBOW","Centipede","RAINBOW noop",8167.3,"score"
"RAINBOW","Chopper Command","RAINBOW noop",16654,"score"
"RAINBOW","Crazy Climber","RAINBOW noop",168788.5,"score"
"RAINBOW","Defender","RAINBOW noop",55105,"score"
"RAINBOW","Demon Attack","RAINBOW noop",111185.2,"score"
"RAINBOW","Double Dunk","RAINBOW noop",-0.3,"score"
"RAINBOW","Enduro","RAINBOW noop",2125.9,"score"
"RAINBOW","Fishing Derby","RAINBOW noop",31.3,"score"
"RAINBOW","Freeway","RAINBOW noop",34,"score"
"RAINBOW","Frostbite","RAINBOW noop",9590.5,"score"
"RAINBOW","Gopher","RAINBOW noop",70354.6,"score"
"RAINBOW","Gravitar","RAINBOW noop",1419.3,"score"
"RAINBOW","HERO","RAINBOW noop",55887.4,"score"
"RAINBOW","Ice Hockey","RAINBOW noop",1.1,"score"
"RAINBOW","James Bond","RAINBOW noop",19809,"score"
"RAINBOW","Kangaroo","RAINBOW noop",14637.5,"score"
"RAINBOW","Krull","RAINBOW noop",8741.5,"score"
"RAINBOW","Kung-Fu Master","RAINBOW noop",52181,"score"
"RAINBOW","Montezuma Revenge","RAINBOW noop",384,"score"
"RAINBOW","Ms. Pacman","RAINBOW noop",5380.4,"score"
"RAINBOW","Name This Game","RAINBOW noop",13136,"score"
"RAINBOW","Phoenix","RAINBOW noop",108528.6,"score"
"RAINBOW","Pitfall!","RAINBOW noop",0,"score"
"RAINBOW","Pong","RAINBOW noop",20.9,"score"
"RAINBOW","Private Eye","RAINBOW noop",4234,"score"
"RAINBOW","Q*Bert","RAINBOW noop",33817.5,"score"
"RAINBOW","River Raid","RAINBOW noop",22920.8,"score"
"RAINBOW","Road Runner","RAINBOW noop",62041,"score"
"RAINBOW","Robotank","RAINBOW noop",61.4,"score"
"RAINBOW","Seaquest","RAINBOW noop",15898.9,"score"
"RAINBOW","Skiing","RAINBOW noop",-12957.8,"score"
"RAINBOW","Solaris","RAINBOW noop",3560.3,"score"
"RAINBOW","Space Invaders","RAINBOW noop",18789,"score"
"RAINBOW","Star Gunner","RAINBOW noop",127029,"score"
"RAINBOW","Surround","RAINBOW noop",9.7,"score"
"RAINBOW","Tennis","RAINBOW noop",0,"score"
"RAINBOW","Time Pilot","RAINBOW noop",12926,"score"
"RAINBOW","Tutankham","RAINBOW noop",241,"score"
"RAINBOW","Up and Down","RAINBOW noop",125754.6,"score"
"RAINBOW","Venture","RAINBOW noop",5.5,"score"
"RAINBOW","Video Pinball","RAINBOW noop",533936.5,"score"
"RAINBOW","Wizard of Wor","RAINBOW noop",17862.5,"score"
"RAINBOW","Yars Revenge","RAINBOW noop",102557,"score"
"RAINBOW","Zaxxon","RAINBOW noop",22209.5,"score"
"REACTOR","Alien","REACTOR 500 hs",4958.6,"score"
"REACTOR","Amidar","REACTOR 500 hs",503.2,"score"
"REACTOR","Assault","REACTOR 500 hs",6713.8,"score"
"REACTOR","Asterix","REACTOR 500 hs",191948,"score"
"REACTOR","Asteroids","REACTOR 500 hs",4215,"score"
"REACTOR","Atlantis","REACTOR 500 hs",274196,"score"
"REACTOR","Bank Heist","REACTOR 500 hs",876,"score"
"REACTOR","Battle Zone","REACTOR 500 hs",57075,"score"
"REACTOR","Beam Rider","REACTOR 500 hs",12877,"score"
"REACTOR","Berzerk","REACTOR 500 hs",1643.4,"score"
"REACTOR","Bowling","REACTOR 500 hs",76,"score"
"REACTOR","Boxing","REACTOR 500 hs",55.6,"score"
"REACTOR","Breakout","REACTOR 500 hs",478.4,"score"
"REACTOR","Centipede","REACTOR 500 hs",2674.3,"score"
"REACTOR","Chopper Command","REACTOR 500 hs",71442.5,"score"
"REACTOR","Crazy Climber","REACTOR 500 hs",209784,"score"
"REACTOR","Defender","REACTOR 500 hs",221671,"score"
"REACTOR","Demon Attack","REACTOR 500 hs",113853,"score"
"REACTOR","Double Dunk","REACTOR 500 hs",22,"score"
"REACTOR","Enduro","REACTOR 500 hs",2138.3,"score"
"REACTOR","Fishing Derby","REACTOR 500 hs",21.7,"score"
"REACTOR","Freeway","REACTOR 500 hs",26.9,"score"
"REACTOR","Frostbite","REACTOR 500 hs",4743.5,"score"
"REACTOR","Gopher","REACTOR 500 hs",89306.8,"score"
"REACTOR","Gravitar","REACTOR 500 hs",779.8,"score"
"REACTOR","HERO","REACTOR 500 hs",37833.4,"score"
"REACTOR","Ice Hockey","REACTOR 500 hs",4.9,"score"
"REACTOR","James Bond","REACTOR 500 hs",13987.5,"score"
"REACTOR","Kangaroo","REACTOR 500 hs",5587.5,"score"
"REACTOR","Krull","REACTOR 500 hs",7621.8,"score"
"REACTOR","Kung-Fu Master","REACTOR 500 hs",55357.7,"score"
"REACTOR","Montezuma Revenge","REACTOR 500 hs",1045.5,"score"
"REACTOR","Ms. Pacman","REACTOR 500 hs",2540.1,"score"
"REACTOR","Name This Game","REACTOR 500 hs",8207.7,"score"
"REACTOR","Phoenix","REACTOR 500 hs",41426.7,"score"
"REACTOR","Pitfall!","REACTOR 500 hs",-146.9,"score"
"REACTOR","Pong","REACTOR 500 hs",18,"score"
"REACTOR","Private Eye","REACTOR 500 hs",5309.4,"score"
"REACTOR","Q*Bert","REACTOR 500 hs",19505.8,"score"
"REACTOR","River Raid","REACTOR 500 hs",13032.9,"score"
"REACTOR","Road Runner","REACTOR 500 hs",97663.5,"score"
"REACTOR","Robotank","REACTOR 500 hs",64.2,"score"
"REACTOR","Seaquest","REACTOR 500 hs",25887.9,"score"
"REACTOR","Skiing","REACTOR 500 hs",-11904.4,"score"
"REACTOR","Solaris","REACTOR 500 hs",1728.3,"score"
"REACTOR","Space Invaders","REACTOR 500 hs",7950.9,"score"
"REACTOR","Star Gunner","REACTOR 500 hs",74451.5,"score"
"REACTOR","Surround","REACTOR 500 hs",5.5,"score"
"REACTOR","Tennis","REACTOR 500 hs",22.8,"score"
"REACTOR","Time Pilot","REACTOR 500 hs",16929.5,"score"
"REACTOR","Tutankham","REACTOR 500 hs",162.9,"score"
"REACTOR","Up and Down","REACTOR 500 hs",49310.4,"score"
"REACTOR","Venture","REACTOR 500 hs",810,"score"
"REACTOR","Video Pinball","REACTOR 500 hs",538975,"score"
"REACTOR","Wizard of Wor","REACTOR 500 hs",16731.5,"score"
"REACTOR","Yars Revenge","REACTOR 500 hs",129871,"score"
"REACTOR","Zaxxon","REACTOR 500 hs",25147.5,"score"
"REACTOR","Alien","REACTOR 500 noop",12689.1,"score"
"REACTOR","Amidar","REACTOR 500 noop",1015.8,"score"
"REACTOR","Assault","REACTOR 500 noop",8323.3,"score"
"REACTOR","Asterix","REACTOR 500 noop",205914,"score"
"REACTOR","Asteroids","REACTOR 500 noop",3726.1,"score"
"REACTOR","Atlantis","REACTOR 500 noop",302831,"score"
"REACTOR","Bank Heist","REACTOR 500 noop",1259.7,"score"
"REACTOR","Battle Zone","REACTOR 500 noop",64070,"score"
"REACTOR","Beam Rider","REACTOR 500 noop",11033.4,"score"
"REACTOR","Berzerk","REACTOR 500 noop",2303.1,"score"
"REACTOR","Bowling","REACTOR 500 noop",81,"score"
"REACTOR","Boxing","REACTOR 500 noop",99.4,"score"
"REACTOR","Breakout","REACTOR 500 noop",514.8,"score"
"REACTOR","Centipede","REACTOR 500 noop",3422,"score"
"REACTOR","Chopper Command","REACTOR 500 noop",107779,"score"
"REACTOR","Crazy Climber","REACTOR 500 noop",236422,"score"
"REACTOR","Defender","REACTOR 500 noop",223025,"score"
"REACTOR","Demon Attack","REACTOR 500 noop",115154,"score"
"REACTOR","Double Dunk","REACTOR 500 noop",23,"score"
"REACTOR","Enduro","REACTOR 500 noop",2224.2,"score"
"REACTOR","Fishing Derby","REACTOR 500 noop",30.4,"score"
"REACTOR","Freeway","REACTOR 500 noop",31.5,"score"
"REACTOR","Frostbite","REACTOR 500 noop",7932.2,"score"
"REACTOR","Gopher","REACTOR 500 noop",89851,"score"
"REACTOR","Gravitar","REACTOR 500 noop",2041.8,"score"
"REACTOR","HERO","REACTOR 500 noop",43360.4,"score"
"REACTOR","Ice Hockey","REACTOR 500 noop",10.7,"score"
"REACTOR","James Bond","REACTOR 500 noop",16056.2,"score"
"REACTOR","Kangaroo","REACTOR 500 noop",11266.5,"score"
"REACTOR","Krull","REACTOR 500 noop",9896,"score"
"REACTOR","Kung-Fu Master","REACTOR 500 noop",65836.5,"score"
"REACTOR","Montezuma Revenge","REACTOR 500 noop",2643.5,"score"
"REACTOR","Ms. Pacman","REACTOR 500 noop",3749.2,"score"
"REACTOR","Name This Game","REACTOR 500 noop",9543.8,"score"
"REACTOR","Phoenix","REACTOR 500 noop",46536.4,"score"
"REACTOR","Pitfall!","REACTOR 500 noop",-8.9,"score"
"REACTOR","Pong","REACTOR 500 noop",20.6,"score"
"REACTOR","Private Eye","REACTOR 500 noop",15188.8,"score"
"REACTOR","Q*Bert","REACTOR 500 noop",21509.2,"score"
"REACTOR","River Raid","REACTOR 500 noop",17380.7,"score"
"REACTOR","Road Runner","REACTOR 500 noop",111310,"score"
"REACTOR","Robotank","REACTOR 500 noop",70.4,"score"
"REACTOR","Seaquest","REACTOR 500 noop",20994.1,"score"
"REACTOR","Skiing","REACTOR 500 noop",-10870.6,"score"
"REACTOR","Solaris","REACTOR 500 noop",2099.6,"score"
"REACTOR","Space Invaders","REACTOR 500 noop",10153.9,"score"
"REACTOR","Star Gunner","REACTOR 500 noop",79521.5,"score"
"REACTOR","Surround","REACTOR 500 noop",7,"score"
"REACTOR","Tennis","REACTOR 500 noop",23.6,"score"
"REACTOR","Time Pilot","REACTOR 500 noop",18841.5,"score"
"REACTOR","Tutankham","REACTOR 500 noop",275.4,"score"
"REACTOR","Up and Down","REACTOR 500 noop",70790.4,"score"
"REACTOR","Venture","REACTOR 500 noop",1653.5,"score"
"REACTOR","Video Pinball","REACTOR 500 noop",496101,"score"
"REACTOR","Wizard of Wor","REACTOR 500 noop",19530.5,"score"
"REACTOR","Yars Revenge","REACTOR 500 noop",148855,"score"
"REACTOR","Zaxxon","REACTOR 500 noop",27582.5,"score"
"REACTOR","Alien","REACTOR hs",2763.9,"score"
"REACTOR","Amidar","REACTOR hs",423,"score"
"REACTOR","Assault","REACTOR hs",9994.2,"score"
"REACTOR","Asterix","REACTOR hs",26240.8,"score"
"REACTOR","Asteroids","REACTOR hs",2771.3,"score"
"REACTOR","Atlantis","REACTOR hs",280809.5,"score"
"REACTOR","Bank Heist","REACTOR hs",710.1,"score"
"REACTOR","Battle Zone","REACTOR hs",52300,"score"
"REACTOR","Beam Rider","REACTOR hs",9941.6,"score"
"REACTOR","Berzerk","REACTOR hs",1186,"score"
"REACTOR","Bowling","REACTOR hs",72.4,"score"
"REACTOR","Boxing","REACTOR hs",75.1,"score"
"REACTOR","Breakout","REACTOR hs",465.5,"score"
"REACTOR","Centipede","REACTOR hs",2584,"score"
"REACTOR","Chopper Command","REACTOR hs",33150,"score"
"REACTOR","Crazy Climber","REACTOR hs",182399,"score"
"REACTOR","Defender","REACTOR hs",110446.3,"score"
"REACTOR","Demon Attack","REACTOR hs",101435.4,"score"
"REACTOR","Double Dunk","REACTOR hs",11,"score"
"REACTOR","Enduro","REACTOR hs",2127,"score"
"REACTOR","Fishing Derby","REACTOR hs",17.7,"score"
"REACTOR","Freeway","REACTOR hs",26.9,"score"
"REACTOR","Frostbite","REACTOR hs",4358.7,"score"
"REACTOR","Gopher","REACTOR hs",60743.2,"score"
"REACTOR","Gravitar","REACTOR hs",583,"score"
"REACTOR","HERO","REACTOR hs",30253.7,"score"
"REACTOR","Ice Hockey","REACTOR hs",0.9,"score"
"REACTOR","James Bond","REACTOR hs",6741,"score"
"REACTOR","Kangaroo","REACTOR hs",5143.5,"score"
"REACTOR","Krull","REACTOR hs",7815.9,"score"
"REACTOR","Kung-Fu Master","REACTOR hs",49767.9,"score"
"REACTOR","Montezuma Revenge","REACTOR hs",984,"score"
"REACTOR","Ms. Pacman","REACTOR hs",1714.6,"score"
"REACTOR","Name This Game","REACTOR hs",8288.8,"score"
"REACTOR","Phoenix","REACTOR hs",34956.5,"score"
"REACTOR","Pitfall!","REACTOR hs",-138.8,"score"
"REACTOR","Pong","REACTOR hs",17.9,"score"
"REACTOR","Private Eye","REACTOR hs",5751.4,"score"
"REACTOR","Q*Bert","REACTOR hs",20689.3,"score"
"REACTOR","River Raid","REACTOR hs",11987.3,"score"
"REACTOR","Road Runner","REACTOR hs",66247,"score"
